row_id,found,system,evidence,note
STD-OPT-011,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:48-56,TPrtPrintOptions가 print_side(인쇄면)·front/back_colrcnt_cd(앞뒤 도수코드)를 갖는 인쇄옵션 마스터다.
STD-OPT-012,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:213 · raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:3995-4005,별색은 공정(PROCSEL·예 뒷면별색)으로 선택되고 spot_side_cnt 차원으로 가격 매칭되나 별도 별색 코드 마스터는 못 찾았다.
STD-OPT-013,Y,widget,raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:4001-4067,화이트인쇄 공정(PROCSEL)이 뒷면별색과 함께 언더베이스 개념으로 다뤄지는 것을 확인했으나 전용 모델은 없다.
STD-OPT-014,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:534-550 · raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:2795,TPrdProductSizes(상품별사이즈·dflt_yn)가 규격 사이즈 프리셋이고 위젯 DIM이 ref_key=siz_cd로 렌더한다.
STD-OPT-015,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:555-560 · raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:3114-3174,TPrdProducts.nonspec_width/height_min/max/incr + widget_renderer.js NONSPEC 컴포넌트가 가로·세로 직접입력과 min/max 힌트를 렌더한다.
STD-OPT-016,Y,webadmin,raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:3921-3930 · raw/webadmin/webadmin/catalog/cover_rule_db.py:212,nsReasons가 범위 위반 사유를 계산하고 cover_rule_db.load_size_dims가 재단 사이즈로부터 작업 사이즈·여백을 산출한다(용어는 여백/작업사이즈이며 도련이라는 리터럴 코드 문자열은 없음).
STD-OPT-017,Y,widget,raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:5010-5024 · raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:5033-5041,수량 구간이 적으면 select 프리셋(5019~) 많으면 스테퍼+직접입력 number 필드(5037~)로 렌더한다.
STD-OPT-018,Y,widget,raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:5045-5052 · raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:2977,SRC.CASECNT(건수) 컴포넌트가 QTY 스테퍼를 재사용하며 caseRule로 총량 규칙을 계산한다.
STD-OPT-019,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:215 · raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:894,page_cnt(페이지수) 차원과 위젯 QTY 컴포넌트의 ref_key=pages 분기가 책자 페이지수 입력을 구현한다.
STD-OPT-020,Y,widget,raw/webadmin/webadmin/catalog/models.py:889 · raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:690-760,mbr_prd_cd(셋트구성원상품코드)로 표지/내지/간지가 별도 상품으로 등록되어 각자 mat_cd(용지) DIM을 갖는다(memberDimOpts).
STD-OPT-021,Y,widget,raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:1104 · raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:1805-1806,구성원 스코프(mbr_prd_cd)별로 print_opt_cd DIM(_spineDimOptions/memberDimOpts)이 독립 렌더된다.
STD-OPT-022,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:589-624 · raw/webadmin/webadmin/catalog/spine_calc.py:1,TProcProcesses(공정정보)가 제본방식을 공정코드(proc_cd)로 등록하며 spine_calc.py가 제본 계산을 담당한다.
STD-OPT-023,Y,webadmin,raw/webadmin/webadmin/catalog/spine_calc.py:48-58,BIND_DIRS=(세로형좌철·세로형상철·가로형좌철·가로형상철)로 좌철/상철×세로/가로 4값 제본방향이 정의된다.
STD-OPT-024,Y,widget,raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:696 · raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:3995,무광코팅 라벨과 무광/유광 동시선택 금지 제약 코멘트로 코팅 선택 UI는 확인되나 가격 매칭 세부는 검증 범위 밖.
STD-OPT-025,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:589-608,TProcProcesses.side_sel_yn(면별선택)+swatch_color/swatch_img_key가 박(색상·면·크기) 공정의 일반 프레임을 제공하나 전용 박 모델은 없다(공정마스터 데이터로 표현).
STD-OPT-026,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:596-601,TProcProcesses.side_sel_yn 도움말이 예: 박·형압으로 형압을 명시하며 같은 일반 공정 프레임을 공유한다.
STD-OPT-027,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:589-624,오시(줄 수×방향)는 TProcProcesses의 prcs_dtl_opt(공정상세옵션 JSON)로 일반화되어 표현되며 전용 모델·전용 코드 라벨은 찾지 못했다.
STD-OPT-028,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:589-624,미싱도 오시와 같은 TProcProcesses+prcs_dtl_opt 일반 프레임으로 표현되며 코드 상 미싱 문자열 자체는 찾지 못했다(데이터 등록 항목으로 추정).
STD-OPT-029,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:589-624,타공(직경×개수×위치)도 같은 prcs_dtl_opt 일반 프레임. widget_renderer.js에 직경 병기 로직(공정 판정용·877행 부근)은 있으나 타공 전용 코드 문자열은 찾지 못했다.
STD-OPT-030,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:589-624,귀돌이/라운딩(반경×모서리위치)도 같은 prcs_dtl_opt 일반 프레임으로 구현 추정되나 전용 코드 문자열은 찾지 못했다.
STD-OPT-031,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:589-624 · raw/webadmin/webadmin/catalog/views.py:2610,도무송은 상품명(합판도무송스티커)으로만 코드에서 확인되고 TProcProcesses 일반 프레임으로 구현된 것으로 추정되나 전용 코드는 찾지 못했다.
STD-OPT-032,N,webadmin,찾지 못했다(raw/webadmin/webadmin/catalog/*.py 및 static/catalog/*.js 전체에서 넘버링 문자열 grep 0건),코드에서 넘버링 관련 문자열을 찾지 못했다 — scope.csv 상태도 미착수와 일치.
STD-OPT-033,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:589-624,부분UV/에폭시도 같은 prcs_dtl_opt 일반 프레임으로 추정되며 전용 코드 문자열은 찾지 못했다(X-GAP-UVFORM-01 선행 조사도 적재경로 미상으로 기록).
STD-OPT-034,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:281-294,TPrdProductAddons(상품별추가상품)가 상품과 부자재 템플릿(tmpl_cd)을 연결하는 모델이다.
STD-OPT-035,N,webadmin,찾지 못했다(models.py TPrdProductAddons에 기본제공/자동포함 여부 컬럼 없음 · widget_renderer.js ADDON dflt_val 외 기본제공 규칙 표시 로직 없음),상품별 기본제공 부자재를 명시적으로 표시하는 규칙/UI 코드를 찾지 못했다.
STD-OPT-036,Y,widget,raw/webadmin/webadmin/catalog/models.py:281-294 · raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:851,TPrdProductAddons + widget_renderer.js가 tmpl_cd/tmpl_nm/dflt_qty로 추가상품 템플릿 선택 UI를 렌더한다.
STD-OPT-037,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:814-829 · raw/webadmin/webadmin/catalog/widget_api.py:3370-3409 · raw/webadmin/webadmin/catalog/widget_api.py:4389-4392 · raw/webadmin/webadmin/catalog/static/catalog/widget.js:924-939 · raw/webadmin/webadmin/catalog/static/catalog/constraint_engine.js:1-54,TPrdProductConstraints(JSONLogic)를 서버 /api/w/v1/validate(api_validate→_eval_violations)와 handoff(_quote)가 함께 강제하고 클라이언트도 constraint_engine.js(json-logic-js)로 동일 로직을 선평가한다. widget.js:939가 validate를 호출해 사유(violations)를 표시한다.
STD-OPT-038,Y,webadmin,raw/webadmin/webadmin/catalog/models.py:814-829 · raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:4066-4067,자재→인쇄방식 게이팅은 TPrdProductConstraints 제약규칙(JSONLogic)의 한 사례로 구현되며(투명PET에서 뒷면별색 제한 등 실사례 코멘트 확인) 전용 게이팅 코드는 별도로 없다.
STD-OPT-039,Y,webadmin,raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:4029-4131,택1 필수(mand)·최소개수(min>0) 옵션그룹 로직이 상호배타 그룹 처리를 구현하며 공정 택일 그룹에도 같은 매커니즘이 적용된다.
STD-OPT-040,Y,webadmin,raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:4100-4101,이 자재면 코팅 필수 같은 비금지형(필수동반) 제약 유형이 코멘트로 명시되며 TPrdProductConstraints JSONLogic으로 표현된다.
STD-OPT-041,Y,widget,raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:2804-2901 · raw/webadmin/webadmin/catalog/models.py:539-541,qtyRule/qtySnap/qtyStep/syncQtyToRule이 min/max/incr(TPrdProductSizes·TPrdProducts) 기반 수량 검증·스냅을 구현한다.
STD-OPT-042,Y,widget,raw/webadmin/webadmin/catalog/static/catalog/widget_renderer.js:3921-3930 · raw/webadmin/webadmin/catalog/models.py:555-560,nsReasons가 nonspec_width/height_min/max 범위를 벗어난 비규격 사이즈를 차단·사유표시한다.
STD-OPT-043,Y,widget,raw/webadmin/webadmin/catalog/static/catalog/widget.js:682,옵션 변경 시 payload를 다시 조립해 POST /api/w/v1/price를 호출하는 실시간 재견적 경로.
STD-OPT-044,Y,webadmin,raw/webadmin/webadmin/catalog/pricing.py:838 · raw/webadmin/webadmin/catalog/widget_api.py:3029,evaluate_price(단일 권위)가 서버에서만 계산되고 widget.js는 로컬 곱셈 없이 /api/w/v1/price 응답만 그대로 표시한다(widget_renderer.js에 unit_price*qty류 연산 없음 확인).
STD-OPT-045,Y,widget,raw/webadmin/webadmin/catalog/static/catalog/widget.js:688-691 · raw/webadmin/webadmin/catalog/pricing.py:114-119,widget.js가 amount==null(계산불가)은 남기고 0원 줄만 생략하도록 명시적으로 분기하며 pricing.py의 ERR_NO_TIER_ROW/ERR_NO_PLATE가 계산불가 사유코드를 정의한다.
STD-OPT-046,Y,webadmin,raw/webadmin/webadmin/catalog/pricing.py:147-179 · raw/webadmin/webadmin/catalog/static/catalog/widget.js:682-745,settle_with_vat가 공급가/부가세/청구액을 분해하고 widget.js가 구성요소별(인쇄비·후가공비 등)·VAT 줄을 나눠 표시한다.
STD-OPT-047,Y,webadmin,raw/webadmin/webadmin/catalog/pricing.py:1476-1509,_quantity_discount가 TDscDiscountTables/TDscDiscountDetails로 수량구간 할인을 계산해 적용한다.
STD-OPT-048,Y,webadmin,raw/webadmin/webadmin/catalog/pricing.py:68-78,박·형압 가공비·동판셋업비가 가로×세로 면적 격자표로 계산된다는 설계 주석을 확인했으나 전용 area 함수명은 특정하지 못했다.
STD-OPT-049,Y,webadmin,raw/webadmin/webadmin/catalog/pricing.py:83 · raw/webadmin/webadmin/catalog/pricing.py:17,PRICE_TYPE.01(단가형=장당가×수량)이 원자합산형(구성요소별 단가 합산) 가격계산 방식으로 정의된다.
STD-OPT-050,Y,webadmin,raw/webadmin/webadmin/catalog/pricing.py:85,PRICE_TYPE.03(고정금액=매칭 구간 금액 그대로·수량 무관)이 고정가형 계산방식으로 정의된다.
STD-OPT-051,Y,webadmin,raw/webadmin/webadmin/catalog/pricing.py:1873-1931,evaluate_set_price가 셋트구성원(members)·셋트선택값(set_selections)·벌수(copies)를 받아 합산 가격을 계산한다.
STD-OPT-052,Y,webadmin,raw/webadmin/webadmin/catalog/pricing.py:20-22 · raw/webadmin/webadmin/catalog/pricing.py:392-413,판형기준 구성요소가 판걸이수(fn_calc_pansu) 기반 판수(주문수량÷판걸이수 올림)로 단가를 조회하는 로직이 구현되어 있다.
STD-OPT-053,N,webadmin,찾지 못했다(raw/webadmin/webadmin/catalog/*.py·static/catalog/*.js 및 huni-skin-shopby/src 전체에서 보관함 문자열 grep 0건),견적 결과를 저장하는 옵션보관함 기능 코드를 찾지 못했다 — scope.csv 상태(미착수)와 일치.
STD-OPT-054,N,webadmin,찾지 못했다(raw/webadmin/webadmin/catalog/*.py·static/catalog/*.js 및 huni-skin-shopby/src 전체에서 견적서/PDF 발급 로직 grep 0건 — PDF 관련 코드는 전부 원고 업로드 파일형식 검증용),견적서 PDF/출력물 발급 기능 코드를 찾지 못했다 — scope.csv 상태(미착수)와 일치.
STD-OPT-055,N,webadmin,찾지 못했다(raw/webadmin·huni-skin-shopby/src 전체에서 대량주문 코드 grep 0건 — raw/webadmin/.planning 기획문서에만 언급),대량주문 견적 문의 접수 코드를 찾지 못했다 — scope.csv 상태(미착수)와 일치.
STD-OPT-056,Y,shopby,huni-skin-shopby/src/components/product/configurators/calendar-configurator.tsx:59 · huni-skin-shopby/src/components/product/configurators/calendar-configurator.tsx:167-169 · huni-skin-shopby/src/components/product/configurators/calendar-configurator.tsx:196-211,calendar-configurator.tsx가 캘린더 가공(process) select와 장수(sheets) 입력을 각각 렌더한다.
STD-OPT-057,N,shopby,찾지 못했다(huni-skin-shopby/src 전체 및 raw/webadmin/webadmin/catalog/static/catalog/*.js에서 사이즈 안내 모달 관련 코드 grep 0건),규격 가이드 모달 코드를 찾지 못했다.
STD-OPT-058,N,webadmin,찾지 못했다(raw/webadmin/webadmin/catalog/*.py·static/catalog/*.js 및 huni-skin-shopby/src 전체에서 주문가능 자재 목록 모달 코드 grep 0건),주문가능 자재(용지) 목록 모달 코드를 찾지 못했다.
