row_id,step,title,status,owner_name,evidence
STD-OPT-040,A3,필수 동반 옵션 강제(예 인쇄없음 시 후가공 필수),부분,서희항,X-CR-C9-01 폼빌더에 수치 범위 조건 타입 부재 — 자유치수 19건+raw-only 7건 UI 관리 불가
STD-OPT-041,A3,수량 최소/최대/증분 검증,작동,서희항,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000066@2026-09-16 21:30
STD-OPT-042,A3,사이즈 범위·비율 검증(매트릭스 밖 사이즈 차단),부분,서희항,X-CR-C9-01 수치 범위 조건 타입 부재
STD-OPT-043,A2,옵션 변경 시 실시간 재견적,작동,서희항,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000031@2026-09-16 21:34
STD-OPT-044,A2,서버 권위 가격 계산(클라이언트 계산 금지),작동,서희항,https://huni-admin.printly.co.kr/sdk/guide/@2026-09-16 21:29
STD-OPT-045,A2,가격 0원/계산불가 상태 처리 및 사용자 안내,부분,최숙진,P-ZEROQUOTE-119-01 0원 견적 조합 119건/32상품 — 손님이 0원에 주문 가능(4주째 OPEN)
STD-OPT-046,A2,가격 내역 분해 표시(인쇄비·후가공비·부가세),작동,서희항,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000069@2026-09-16 21:34
STD-OPT-047,A2,수량구간 할인 적용,작동,서희항,https://huni-admin.printly.co.kr/admin/price-viewer/?prd=PRD_000146@2026-09-16 21:30
STD-OPT-048,A2,면적 기반 가격 계산(실사·현수막·아크릴),부분,최숙진,raw/webadmin/webadmin/catalog/pricing.py:1 · P-ACRYL-INTEGRITY-156-01 면적 미적재 156셀 + 12/13 상품 공식 0바인딩
STD-OPT-049,A2,원자합산형 가격 계산(디지털인쇄),작동,서희항,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000031@2026-09-16 21:34
STD-OPT-050,A2,고정가형 가격 계산(수량×옵션),부분,최숙진,raw/webadmin/webadmin/catalog/pricing.py:1 · config/urls.py:113-117 (시작가) · P-GOODS-DIRECTPRICE-01 굿즈파우치 직접단가 110건 미적재
STD-OPT-051,A2,셋트/부품조립 상품 합산 가격 계산,부분,최숙진,raw/webadmin/webadmin/config/urls.py:336 (셋트상품 관리) · :169 (셋트 가격 시뮬레이션) · X-SET-SIZCD-01 고정가형 셋트 화면 0원
STD-OPT-052,A2,판걸이수 기반 판형 원가 반영,작동,서희항,https://huni-admin.printly.co.kr/admin/widget-builder/?prd=PRD_000069@2026-09-16 21:34
STD-OPT-057,A5,규격 가이드 모달(사이즈 안내 팝업),미착수,서희항,"L3/legacy-normalized.json#IA-057,SCOPE-057 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A58:K58 || P1판정(260902): huni-skin-shopby 에 규격 가이드 모달 컴포넌트 grep 0건 · guide-data.ts:90 은 가이드 문서(모달 아님)"
STD-OPT-058,A5,주문가능 자재(용지) 목록 모달,미착수,서희항,"L3/legacy-normalized.json#F-059,IA-059,SCOPE-059 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:60 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A60:K60 || P1판정(260902): huni-skin-shopby 에 「주문가능 자재(용지) 목록 모달」 컴포넌트 grep 0건 · guide-data.ts:161,170 은 가이드 문서"
STD-PRM-010,A5,기획전/할인 이벤트 페이지,미착수,김동학,SB-001 partial — huni-skin-shopby/src/lib/legacy-data/hooks.ts:352-360 (프로모 데이터원 legacy mock 빈배열)
STD-PRM-015,A5,(IA r59 기능명 공란),미실측,신우진,docs/huni/후니프린팅_IA.xlsx:IA 확인!r59 (기능명 없음)
STD-ADP-001,A1,사이즈 마스터 등록·관리,작동,서희항,https://huni-admin.printly.co.kr/admin/catalog/tsizsizes/@2026-09-16 21:28
STD-ADP-002,A1,소재(자재) 마스터 등록·관리,작동,서희항,https://huni-admin.printly.co.kr/admin/master/mat/@2026-09-16 21:28
STD-ADP-003,A1,용지·평량 마스터 관리,작동,서희항,https://huni-admin.printly.co.kr/admin/paper-management/@2026-09-16 21:28
STD-ADP-004,A1,도수/색상 코드 관리,작동,서희항,https://huni-admin.printly.co.kr/admin/catalog/tclrcolorcounts/@2026-09-16 21:28
STD-ADP-005,A1,공정(후가공) 마스터 관리,작동,서희항,https://huni-admin.printly.co.kr/admin/master/proc/@2026-09-16 21:33
STD-ADP-006,A1,공정 택일그룹 관리,구현-미검증,서희항,raw/webadmin/webadmin/catalog/admin.py:1595 '(제거됨 — Phase 7/07-08) 공정 택일그룹 모델: 옵션그룹으로 흡수·DROP' · raw/webadmin/webadmin/config/urls.py:356-360 옵션그룹 CRUD
STD-ADP-007,A1,판형(출력판형)·판걸이수 관리,작동,서희항,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000069@2026-09-16 21:30
STD-ADP-008,A1,제본 방식 마스터 관리,구현-미검증,서희항,raw/webadmin/webadmin/config/urls.py:320-330 책등(spine) 계산 규칙 · raw/webadmin/webadmin/catalog/spine_calc.py:1
STD-ADP-009,A1,기초코드 논리삭제·이름변경 정책 적용,작동,서희항,https://huni-admin.printly.co.kr/admin/basecode-master/@2026-09-16 21:28
STD-ADP-010,A1,인쇄/제본 상품 등록,작동,서희항,https://huni-admin.printly.co.kr/admin/product-viewer/@2026-09-16 21:28
STD-ADP-011,A1,굿즈 상품 등록,작동,서희항,https://huni-admin.printly.co.kr/admin/product-viewer/?prd=PRD_000146@2026-09-16 21:30
STD-ADP-012,A1,포장재 상품 등록,작동,서희항,https://huni-admin.printly.co.kr/admin/sku-catalog/@2026-09-16 21:28
STD-ADP-013,A1,상품-카테고리 귀속(다중분류),작동,서희항,https://huni-admin.printly.co.kr/admin/catalog/tprdproducts/@2026-09-16 21:32
STD-ADP-014,A1,상품 진열/노출 상태 관리,작동,서희항,https://huni-admin.printly.co.kr/admin/catalog/tprdproducts/@2026-09-16 21:32
STD-ADP-015,A1,상품 상세페이지 콘텐츠 편집,부분,김동학,huni-skin-shopby/src/app/(main)/product/[slug]/page.tsx:51-56 Pie Canvas 발행 상세탭 조회
STD-ADP-016,A1,셋트(부품조립) 상품 구성 관리,작동,서희항,https://huni-admin.printly.co.kr/admin/set-products/@2026-09-16 21:28
STD-ADP-017,A3,상품별 옵션그룹 구성,구현-미검증,서희항,raw/webadmin/webadmin/config/urls.py:356-360 옵션그룹/옵션/항목 CRUD
STD-ADP-018,A3,옵션 항목 ↔ 차원 참조 연결,작동,서희항,https://huni-admin.printly.co.kr/admin/tmpl-combo-md/@2026-09-16 21:28
STD-ADP-019,A3,옵션 참조 무결성 검증,구현-미검증,서희항,raw/webadmin/webadmin/config/urls.py:373 상품 유효성 검증(validate)
STD-ADP-020,A3,추가상품 템플릿 구성,작동,서희항,https://huni-admin.printly.co.kr/admin/sku-catalog/@2026-09-16 21:28
STD-ADP-021,A3,제약규칙 등록(UI 폼빌더),구현-미검증,서희항,raw/webadmin/webadmin/config/urls.py:371 제약규칙(JSONLogic) 관리 · raw/webadmin/webadmin/catalog/models.py:801 제약 모델
STD-ADP-022,A3,제약규칙 시뮬레이션·미리보기,구현-미검증,서희항,raw/webadmin/webadmin/config/urls.py:169 price_sim_constraints — '제약 cascade: 현재 선택 → 각 차원 불가값(비활성)'
STD-ADP-023,A2,가격공식 등록·상품 바인딩,작동,서희항,https://huni-admin.printly.co.kr/admin/price-viewer/?prd=PRD_000069@2026-09-16 21:30
STD-ADP-024,A2,가격구성요소 등록·차원 지정,작동,서희항,https://huni-admin.printly.co.kr/admin/price-component-md/@2026-09-16 21:28
STD-ADP-025,A2,단가행 일괄 등록(엑셀 업로드),구현-미검증,서희항,raw/webadmin/webadmin/catalog/price_views.py:1650 '그리드에 보이는 행이 곧 이 구성요소의 전체 단가표(엑셀처럼)' · raw/webadmin/webadmin/catalog/templates/catalog/comp_price_grid_page.html:142-145 엑셀 복사·붙여넣기
STD-ADP-026,A2,단가유형(단가형/합가형) 설정,구현-미검증,서희항,raw/webadmin/webadmin/catalog/admin.py:2816 'Phase 11: 사용차원 순서지정 위젯 + 단가유형 그룹제한(basecodes prc_typ_cd)'
STD-ADP-027,A2,수량구간 할인테이블 관리,작동,서희항,https://huni-admin.printly.co.kr/admin/discount-table-md/@2026-09-16 21:28
STD-ADP-028,A2,면적 매트릭스 단가 관리,구현-미검증,서희항,raw/webadmin/webadmin/config/urls.py:144-148 단가 그리드(차원 조합 행) · raw/webadmin/webadmin/catalog/pricing.py:1 evaluate_price
STD-ADP-029,A2,템플릿 직접단가 관리,작동,서희항,https://huni-admin.printly.co.kr/admin/price-viewer/?prd=PRD_000146@2026-09-16 21:30
STD-ADP-030,A2,가격 적용시작일 기반 이력 관리,작동,서희항,https://huni-admin.printly.co.kr/admin/price-viewer/?prd=PRD_000069@2026-09-16 21:30
STD-ADP-031,A2,가격 시뮬레이터(운영자 검산),작동,서희항,https://huni-admin.printly.co.kr/admin/price-simulator/@2026-09-16 21:28
STD-ADP-032,A2,가격뷰어(계산 결과 조회),작동,서희항,https://huni-admin.printly.co.kr/admin/price-viewer/@2026-09-16 21:28
STD-ADP-033,A2,가격 미산출(0원) 상품 진단 리포트,작동,서희항,https://huni-admin.printly.co.kr/admin/start-price/@2026-09-16 21:29
STD-ADP-034,A1,수작 상품 등록,미실측,신우진,"L3/legacy-normalized.json#F-111,IA-111,SCOPE-111 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:112 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A112:K112 || P1판정(260902): 수작 상품 등록은 셀러어드민 상품 등록 화면 소관 — 접속 보류로 확인 불가"
STD-ADP-035,A1,디자인 상품 등록,작동,서희항,https://huni-admin.printly.co.kr/admin/design-md/@2026-09-16 21:33
STD-ADP-036,A1,[구IA#59] 굿즈 카테고리관리,작동,서희항,https://huni-admin.printly.co.kr/admin/category-master/@2026-09-16 21:28
STD-ADP-037,A2,게시 위젯 가격 전수 대조(1차 최숙진 → 2차 김용기 → 3차 채훈희 승인),부분,최숙진,후니정기미팅 정리260915.html §가격·템플릿 데이터 · 미결 1 / 후니-오픈잔여작업-실무진안내_260909.html §항목 1 · ④ 완료 기준
STD-ADC-007,A5,공지사항 관리,작동,김동학,https://service.shopby.co.kr/board/article@2026-09-16
STD-ADC-008,A5,FAQ 관리,작동,김동학,https://service.shopby.co.kr/board@2026-09-16
STD-ADC-009,A5,상품Q&A 답변 관리,작동,김동학,https://service.shopby.co.kr/product/inquiry@2026-09-16
STD-ADC-010,A5,1:1 문의 답변 관리,작동,김동학,https://service.shopby.co.kr/inquiry@2026-09-16
STD-ADC-011,A5,이용후기(리뷰) 관리·블라인드,작동,김동학,https://service.shopby.co.kr/review@2026-09-16
STD-ADC-012,A5,대량견적/기업상담/디자인상담 접수 관리,미착수,김동학,print-quote/04_design/ia.md §2.3 SM-A-32 SM-A-33 SM-A-34 · L4 사유: 대량견적·기업상담·디자인상담 접수 관리 화면 근거 없음
STD-ADC-013,A5,메인/기획전 배너 관리,미착수,김동학,print-quote/04_design/ia.md §2.1 메인 · L4 사유: 메인 배너·BEST 큐레이션의 데이터원이 legacy mock 빈배열/정적 상수(SB-002 stub·SB-003 partial) — 운영자가 바꿀 자리가 없다
STD-ADC-014,A5,인쇄 가이드 콘텐츠 관리,구현-미검증,김동학,raw/webadmin/webadmin/config/urls.py:72-87 가이드파일 업로드/관리 · raw/webadmin/webadmin/catalog/s3_guide.py:266-350
STD-ADC-015,A5,매장(거래처) 게시판 관리,미착수,김동학,"L3/legacy-normalized.json#F-096,IA-096,SCOPE-096 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:97 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A97:K97 || P1판정(260902): huni-skin-shopby 전수 grep '거래처 게시판|매장' 0건 · 운영자 기능은 셀러어드민 소관"
STD-ADC-016,A5,체험단 모집·신청내역 관리(운영자),미착수,김동학,"L3/legacy-normalized.json#F-121,IA-121,SCOPE-121 · _workspace/huni-launch-scope/02_gap/fit-gap-matrix.csv:122 · docs/huni/후니프린팅_통합IA_일정_역할분담_260616.xlsx#02_IA마스터!A122:K122 || P1판정(260902): huni-skin-shopby 전수 grep '체험단' 0건"
